8	10	0.13335636258125305	0.8666436672210693
24	26	0.10062217712402344	0.8993777632713318
36	38	0.08562218397855759	0.9143778085708618
44	46	0.2644446492195129	0.7355553507804871
158	160	0.13743077218532562	0.8625692129135132
298	300	0.6591706871986389	0.3408293426036835
326	328	0.1164182499051094	0.8835816979408264
364	366	0.0905817523598671	0.909418284893036
460	462	0.7538332343101501	0.2461667358875275
508	510	0.4158471524715424	0.58415287733078
528	530	0.17169713973999026	0.8283028602600098
586	588	0.0872403234243393	0.9127596616744996
590	592	0.0964457094669342	0.9035543203353882
612	614	0.5749068856239319	0.4250930845737457
678	680	0.16911804676055908	0.8308820128440857
700	702	0.08924243599176407	0.910757541656494
708	710	0.088417187333107	0.9115827679634094
744	746	0.4421984255313873	0.5578016042709351
792	794	0.16140931844711304	0.8385906815528871
802	804	0.09247468411922456	0.907525360584259
816	818	0.9791024327278136	0.020897548645734787
846	848	0.12447177618741988	0.8755282759666443
874	876	0.10389330983161926	0.8961067199707031
880	882	0.0948907732963562	0.905109167098999
926	928	0.17742864787578586	0.822571337223053
956	958	0.6139493584632874	0.3860506415367127
1058	1060	0.5919080376625061	0.4080919623374939
1070	1072	0.5767530798912048	0.4232469201087952
1090	1092	0.1084337756037712	0.891566276550293
1096	1098	0.6143244504928589	0.3856755495071411
1126	1128	0.08638423681259155	0.9136157631874084
1144	1146	0.16518200933933258	0.8348180055618286
1190	1192	0.1513614058494568	0.848638653755188
1206	1208	0.2653743028640747	0.7346256971359253
1208	1210	0.14080765843391418	0.8591923713684082
1310	1312	0.2674984633922577	0.7325015664100647
1328	1330	0.16725459694862366	0.8327454328536987
1368	1370	0.09687591344118117	0.9031240344047546
1416	1418	0.3617060482501984	0.6382940411567688
1512	1514	0.09399235248565674	0.9060076475143432
1536	1538	0.1295633316040039	0.8704366683959961
1552	1554	0.12822645902633667	0.8717735409736633
1570	1572	0.13365726172924042	0.8663427233695984
1576	1578	0.8322200775146484	0.16777992248535156
1596	1598	0.6980701088905334	0.3019299209117889
1606	1608	0.5340279340744019	0.4659720659255981
1628	1630	0.15718580782413485	0.8428142070770264
1644	1646	0.2494107931852341	0.7505892515182495
1712	1714	0.7532678842544556	0.24673213064670566
1744	1746	0.09184623509645462	0.908153772354126
1780	1782	0.10262029618024826	0.8973797559738159
1822	1824	0.4958579242229462	0.5041421055793762
1844	1846	0.26058095693588257	0.7394190430641174
1908	1910	0.8631249666213989	0.13687506318092346
1928	1930	0.16215170919895172	0.8378483653068542
1952	1954	0.10830489546060562	0.8916950821876526
1956	1958	0.08544661849737167	0.9145533442497252
2014	2016	0.7185479402542114	0.2814520597457886
2098	2100	0.08785293996334076	0.9121470451354979
2106	2108	0.13228312134742734	0.867716908454895
2162	2164	0.3008418083190918	0.6991581916809082
2194	2196	0.3417862057685852	0.6582137942314148
2214	2216	0.9791024327278136	0.020897548645734787
2262	2264	0.5264472961425781	0.4735526442527771
2280	2282	0.8395252823829651	0.16047470271587372
2348	2350	0.18673482537269592	0.8132651448249817
2370	2372	0.34935355186462397	0.650646448135376
2374	2376	0.6519826650619507	0.3480173051357269
2414	2416	0.19255587458610532	0.8074440956115723
2456	2458	0.19078212976455688	0.8092178702354431
2482	2484	0.13974802196025848	0.8602520227432251
2510	2512	0.10607966035604477	0.8939203023910522
2556	2558	0.514825701713562	0.4851742684841156
